City,Converted,Country,Created Date,Dead Reason,Email Opt Out,Industry,Key Account,Last Status Change,Lead ID,Lead Source,Lead Status at Conversion,LeadRecordType,LS Team Notified,Next_Step__c (Leads),Pardot Conversion Date,Pardot Created Date,Pardot First Activity,Pardot Last Activity,Primary Research Application,Product Category,Record Type ID,SS Team Notified,State/Province,Status,Campaign Membership Count,Pardot Score
Gaithersburg,FALSE,United States,18-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,17-06-2021,00Q6e00001RDZfjEAH,Inside Sales,Not Converted,0125A000001ESVe,FALSE,No Active Next Step,,02-04-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Prospect,0,0
San Diego,FALSE,United States,17-05-2021,Reason Not Recorded,TRUE,Life Sciences,FALSE,17-06-2021,00Q6e00001RDXqfEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,17-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Disqualified,0,0
Framingham,FALSE,United States,23-10-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,29-03-2021,00Q5A00001RG35BUAT,Other,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,19-08-2020,15-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,0,0
Milford,FALSE,United States,23-10-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,23-10-2020,00Q5A00001RG356UAD,Prospecting Journey,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,30-09-2020,15-03-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Nurturing,0,0
Hayward,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDJY6EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Nurturing,0,0
Basking Ridge,FALSE,Usa,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe39UAD,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-02-2019,22-06-2020,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Nurturing,1,0
Lafayette Hill,FALSE,Usa,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe3FUAT,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-02-2019,22-06-2020,22-06-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Pennsylvania,Nurturing,1,0
Baltimore,FALSE,Usa,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe3GUAT,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-02-2019,13-07-2020,13-07-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Maryland,Nurturing,1,0
New Brunswick,FALSE,United States,08-02-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,08-02-2021,00Q5A00001RBe4fUAD,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,08-02-2021,07-06-2021,07-06-2021,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,New Jersey,Nurturing,1,0
Basel,FALSE,Switzerland,13-11-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,13-11-2020,00Q5A00001RGV5KUAX,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,10-04-2020,10-04-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Mannheim,FALSE,Germany,13-11-2020,N/A - Active Lead,TRUE,Life Sciences,FALSE,13-11-2020,00Q5A00001RGV5MUAX,Trade Show,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,30-03-2020,01-04-2020,01-04-2020,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Nurturing,1,0
Lexington,FALSE,United States,02-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,02-05-2021,00Q6e00001RDIxtEAH,Website,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,20-06-2019,20-06-2019,02-05-2021,Metabolomics,Uncategorized,0125A000001ESVdQAO,FALSE,Kentucky,Nurturing,1,30
Cambridge,FALSE,United States,16-04-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,16-04-2021,00Q5A00001RCuDFUA1,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,16-04-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Massachusetts,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUIEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUOEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Los Angeles,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUaEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUgEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Hayward,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUhEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUqEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJUxEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJV1EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,04-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJV3EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Santa Barbara,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJV5EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Menlo Park,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJV7EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVEEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Mateo,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVGEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVHEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Irvine,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVKEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVNEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,04-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVPEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVSEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVVEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South Gate,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVdEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVeEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVhEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,04-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJViEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVkEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,04-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJVmEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,26-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,1
Irvine,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXFEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXGEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXHEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXIEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,5
Los Altos,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXJEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Belmont,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXLEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXNEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Emeryville,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXOEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Irvine,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXREA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXSEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXUEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXWEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Mateo,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXYEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXbEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,04-02-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXdEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXjEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXkEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Mateo,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXlEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXmEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Emeryville,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXrEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXsEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXuEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXvEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXwEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXxEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJXyEAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Mountain View,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJY0EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJY1EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
South San Francisco,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJY4EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,11-08-2019,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Diego,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJY7EAP,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYCEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYFEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Bruno,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYMEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Daly City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYOEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,14-08-2020,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,4
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYPEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYUEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYXEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
San Jose,FALSE,United States,03-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,03-05-2021,00Q6e00001RDJYZEA5,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,03-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Unknown City,FALSE,Unknown Country,05-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,05-05-2021,00Q6e00001RDMjdEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,05-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
Unknown City,FALSE,Unknown Country,05-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,05-05-2021,00Q6e00001RDMkbEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,05-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Unknown,Prospect,0,0
San Diego,FALSE,United States,05-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,05-05-2021,00Q6e00001RDMlAEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,05-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,California,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDNzuEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Redmond,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0AEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0GEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Sammamish,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0LEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Redmond,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0TEAX,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
Seattle,FALSE,United States,06-05-2021,N/A - Active Lead,TRUE,Life Sciences,FALSE,06-05-2021,00Q6e00001RDO0bEAH,Inside Sales,Not Converted,0125A000001ESVd,FALSE,No Active Next Step,,06-05-2021,,,Not Specified,Uncategorized,0125A000001ESVdQAO,FALSE,Washington,Prospect,0,0
